,project,study,condition,rep_id,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,doi,GEO,n_replicates,run_date
ica__leu_glcr__2,ICA,ica,leu_glcr,2,Escherichia coli K-12 MG1655,MG1655,M9,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),37,7.0,,Batch,0.29,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__met_glc__1,ICA,ica,met_glc,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),37,7.0,,Batch,0.74,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__met_glc__2,ICA,ica,met_glc,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),37,7.0,,Batch,0.74,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__no3_anaero__1,ICA,ica,no3_anaero,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,37,7.0,,Batch,0.35,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__no3_anaero__2,ICA,ica,no3_anaero,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,37,7.0,,Batch,0.35,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__phe_acgam__1,ICA,ica,phe_acgam,1,Escherichia coli K-12 MG1655,MG1655,M9,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),37,7.0,,Batch,0.63,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__phe_acgam__2,ICA,ica,phe_acgam,2,Escherichia coli K-12 MG1655,MG1655,M9,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),37,7.0,,Batch,0.63,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__thm_gal__1,ICA,ica,thm_gal,1,Escherichia coli K-12 MG1655,MG1655,M9,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),37,7.0,,Batch,0.34,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__thm_gal__2,ICA,ica,thm_gal,2,Escherichia coli K-12 MG1655,MG1655,M9,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),37,7.0,,Batch,0.34,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__tyr_glcn__1,ICA,ica,tyr_glcn,1,Escherichia coli K-12 MG1655,MG1655,M9,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7.0,,Batch,0.5700000000000001,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__tyr_glcn__2,ICA,ica,tyr_glcn,2,Escherichia coli K-12 MG1655,MG1655,M9,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7.0,,Batch,0.5700000000000001,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__ura_pyr__1,ICA,ica,ura_pyr,1,Escherichia coli K-12 MG1655,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__ura_pyr__2,ICA,ica,ura_pyr,2,Escherichia coli K-12 MG1655,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__wt_glc__5,ICA,ica,wt_glc,5,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.63,No,,HiSeq 4000,,,,6,10/17/18
ica__wt_glc__6,ICA,ica,wt_glc,6,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.63,No,,HiSeq 4000,,,,6,10/17/18
ica__bw_delpurR_cytd__1,ICA,ica,bw_delpurR_cytd,1,Escherichia coli K-12 BW25113 del_purR,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.66,No,,HiSeq 4000,,,,2,10/17/18
ica__bw_delpurR_cytd__2,ICA,ica,bw_delpurR_cytd,2,Escherichia coli K-12 BW25113 del_purR,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.66,No,,HiSeq 4000,,,,2,10/17/18
ica__ade_glc__1,ICA,ica,ade_glc,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),37,7.0,,Batch,0.78,No,,HiSeq 4000,,,,2,10/17/18
ica__ade_glc__2,ICA,ica,ade_glc,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),37,7.0,,Batch,0.78,No,,HiSeq 4000,,,,2,10/17/18
ytf__wt_glc__1,yTF,ytf,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.6900000000000001,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__wt_glc__2,yTF,ytf,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.68,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyafC__1,yTF,ytf,delyafC,1,Escherichia coli K-12 MG1655 del_yafC,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyafC__2,yTF,ytf,delyafC,2,Escherichia coli K-12 MG1655 del_yafC,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyeiE__1,yTF,ytf,delyeiE,1,Escherichia coli K-12 MG1655 del_yeiE,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.68,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyeiE__2,yTF,ytf,delyeiE,2,Escherichia coli K-12 MG1655 del_yeiE,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.67,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyiaJ__1,yTF,ytf,delyiaJ,1,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyiaJ__2,yTF,ytf,delyiaJ,2,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyieP__1,yTF,ytf,delyieP,1,Escherichia coli K-12 MG1655 del_yieP,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.67,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyieP__2,yTF,ytf,delyieP,2,Escherichia coli K-12 MG1655 del_yieP,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__wt_ph5__1,yTF,ytf,wt_ph5,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.49,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__wt_ph5__2,yTF,ytf,wt_ph5,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.48,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__wt_ph8__1,yTF,ytf,wt_ph8,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.65,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__wt_ph8__2,yTF,ytf,wt_ph8,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.65,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delybaO__1,yTF,ytf,delybaO,1,Escherichia coli K-12 MG1655 del_ybaO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.62,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delybaO__2,yTF,ytf,delybaO,2,Escherichia coli K-12 MG1655 del_ybaO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.62,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delybaQ__1,yTF,ytf,delybaQ,1,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.65,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delybaQ__2,yTF,ytf,delybaQ,2,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delybiH__1,yTF,ytf,delybiH,1,Escherichia coli K-12 MG1655 del_ybiH,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delybiH__2,yTF,ytf,delybiH,2,Escherichia coli K-12 MG1655 del_ybiH,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.67,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delydcI_ph5__1,yTF,ytf,delydcI_ph5,1,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.38,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delydcI_ph5__2,yTF,ytf,delydcI_ph5,2,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.39,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delydcI_ph8__1,yTF,ytf,delydcI_ph8,1,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.52,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delydcI_ph8__2,yTF,ytf,delydcI_ph8,2,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.52,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyddM__1,yTF,ytf,delyddM,1,Escherichia coli K-12 MG1655 del_yddM,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.65,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyddM__2,yTF,ytf,delyddM,2,Escherichia coli K-12 MG1655 del_yddM,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.65,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyheO__1,yTF,ytf,delyheO,1,Escherichia coli K-12 MG1655 del_yheO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
ytf__delyheO__2,yTF,ytf,delyheO,2,Escherichia coli K-12 MG1655 del_yheO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.65,No,,HiSeq 4000,,doi.org/10.1093/nar/gky752,GSE111094,2,10/2/17
fps__bw_glc__1,False Positives,fps,bw_glc,1,Escherichia coli BW25113,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__bw_glc__2,False Positives,fps,bw_glc,2,Escherichia coli BW25113,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_thrA_ale1__1,False Positives,fps,fps_thrA_ale1,1,Escherichia coli FPS thrA.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.54,Endpoint,Clonal,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_thrA_ale1__2,False Positives,fps,fps_thrA_ale1,2,Escherichia coli FPS thrA.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.54,Endpoint,Clonal,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_thrA_ale2__1,False Positives,fps,fps_thrA_ale2,1,Escherichia coli FPS thrA.2.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.52,Endpoint,Population,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_thrA_ale2__2,False Positives,fps,fps_thrA_ale2,2,Escherichia coli FPS thrA.2.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.52,Endpoint,Population,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_serB_ale1__1,False Positives,fps,fps_serB_ale1,1,Escherichia coli FPS serB.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.5,Endpoint,Clonal,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_serB_ale1__2,False Positives,fps,fps_serB_ale1,2,Escherichia coli FPS serB.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.5,Endpoint,Clonal,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_serB_ale4__1,False Positives,fps,fps_serB_ale4,1,Escherichia coli FPS serB.4.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.5,Endpoint,Population,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_serB_ale4__2,False Positives,fps,fps_serB_ale4,2,Escherichia coli FPS serB.4.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.5,Endpoint,Population,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_ptsI_ale1__1,False Positives,fps,fps_ptsI_ale1,1,Escherichia coli FPS ptsI.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.41,Endpoint,Clonal,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_ptsI_ale1__2,False Positives,fps,fps_ptsI_ale1,2,Escherichia coli FPS ptsI.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.41,Endpoint,Clonal,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_ptsI_ale3__1,False Positives,fps,fps_ptsI_ale3,1,Escherichia coli FPS ptsI.3.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.39,Endpoint,Population,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
fps__fps_ptsI_ale3__2,False Positives,fps,fps_ptsI_ale3,2,Escherichia coli FPS ptsI.3.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.39,Endpoint,Population,NextSeq 550,,doi.org/10.1186/s12918-018-0653-z,GSE117303,2,5/29/18
pal__lyx_ale2_f6__1,Enzyme Promiscuity,pal,lyx_ale2_f6,1,Escherichia coli PAL.2.6.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.25,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,1,5/11/16
pal__lyx_ale2__1,Enzyme Promiscuity,pal,lyx_ale2,1,Escherichia coli PAL.2.73.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.45,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__lyx_ale2__2,Enzyme Promiscuity,pal,lyx_ale2,2,Escherichia coli PAL.2.73.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.45,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__lyx_ale4__1,Enzyme Promiscuity,pal,lyx_ale4,1,Escherichia coli PAL.4.90.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.53,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__lyx_ale4__2,Enzyme Promiscuity,pal,lyx_ale4,2,Escherichia coli PAL.4.90.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.53,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__5drib_ale10_f18__1,Enzyme Promiscuity,pal,5drib_ale10_f18,1,Escherichia coli PAL.10.18.0,MG1655,M9,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.3,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__5drib_ale10_f18__2,Enzyme Promiscuity,pal,5drib_ale10_f18,2,Escherichia coli PAL.10.18.0,MG1655,M9,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.3,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__5drib_ale10__1,Enzyme Promiscuity,pal,5drib_ale10,1,Escherichia coli PAL.10.118.0,MG1655,M9,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.43,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,1,5/11/16
pal__arab_ale14_f9__1,Enzyme Promiscuity,pal,arab_ale14_f9,1,Escherichia coli PAL.14.9.0,MG1655,M9,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.27,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__arab_ale14_f9__2,Enzyme Promiscuity,pal,arab_ale14_f9,2,Escherichia coli PAL.14.9.0,MG1655,M9,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.27,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__arab_ale14__1,Enzyme Promiscuity,pal,arab_ale14,1,Escherichia coli PAL.14.78.0,MG1655,M9,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.42,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__arab_ale14__2,Enzyme Promiscuity,pal,arab_ale14,2,Escherichia coli PAL.14.78.0,MG1655,M9,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.42,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__arab_ale16__1,Enzyme Promiscuity,pal,arab_ale16,1,Escherichia coli PAL.16.70.0,MG1655,M9,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.56,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__arab_ale16__2,Enzyme Promiscuity,pal,arab_ale16,2,Escherichia coli PAL.16.70.0,MG1655,M9,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.56,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale26_f10__1,Enzyme Promiscuity,pal,tartr_ale26_f10,1,Escherichia coli PAL.26.10.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.16,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale26_f10__2,Enzyme Promiscuity,pal,tartr_ale26_f10,2,Escherichia coli PAL.26.10.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.16,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale26__1,Enzyme Promiscuity,pal,tartr_ale26,1,Escherichia coli PAL.26.86.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.28,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale26__2,Enzyme Promiscuity,pal,tartr_ale26,2,Escherichia coli PAL.26.86.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.28,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale28_f10__1,Enzyme Promiscuity,pal,tartr_ale28_f10,1,Escherichia coli PAL.28.10.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.22,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale28_f10__2,Enzyme Promiscuity,pal,tartr_ale28_f10,2,Escherichia coli PAL.28.10.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.22,Midpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale28__1,Enzyme Promiscuity,pal,tartr_ale28,1,Escherichia coli PAL.28.88.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.41,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
pal__tartr_ale28__2,Enzyme Promiscuity,pal,tartr_ale28,2,Escherichia coli PAL.28.88.0,MG1655,M9,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.41,Endpoint,Population,HiSeq 2500,,doi.org/10.1101/310946,GSE114358,2,5/11/16
efeU__delmenFentC_citr__1,Pseudogene Repair,efeU,delmenFentC_citr,1,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),37,7.0,,Batch,,No,,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
efeU__delmenFentC_citr__2,Pseudogene Repair,efeU,delmenFentC_citr,2,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),37,7.0,,Batch,,No,,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
efeU__delmenFentC__1,Pseudogene Repair,efeU,delmenFentC,1,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
efeU__delmenFentC__2,Pseudogene Repair,efeU,delmenFentC,2,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
efeU__menFentC_ale39__1,Pseudogene Repair,efeU,menFentC_ale39,1,Escherichia coli EEP_menF_entC.39.91.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.98,Endpoint,Clonal,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
efeU__menFentC_ale39__2,Pseudogene Repair,efeU,menFentC_ale39,2,Escherichia coli EEP_menF_entC.39.91.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.98,Endpoint,Clonal,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
efeU__menFentC_ale29__1,Pseudogene Repair,efeU,menFentC_ale29,1,Escherichia coli EEP_menF_entC.29.82.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),37,7.0,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,doi.org/10.1038/s41564-018-0340-2,GSE122779,2,5/21/18
